Detail,Week_Ending_Date,Value,Measure,Class,Week,Source,Flu_Season
A (H1),3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
A (H3),3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
A (Unk),3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
B,3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
B/Victoria,3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
B/Yamagata,3/15/2003 12:00:00 AM,0,Region,Southwest,11,Labs,2002-03
,3/15/2003 12:00:00 AM,0,,,11,Specimens,2002-03
A (H1),3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
A (H3),3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
A (Unk),3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
B,3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
B/Victoria,3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
B/Yamagata,3/22/2003 12:00:00 AM,0,Region,Central,12,Labs,2002-03
A (H1),3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
A (H3),3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
A (Unk),3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
B,3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
B/Victoria,3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
B/Yamagata,3/22/2003 12:00:00 AM,0,Region,Eastern,12,Labs,2002-03
A (H1),3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
A (H3),3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
A (Unk),3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
B,3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
B/Victoria,3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
B/Yamagata,3/22/2003 12:00:00 AM,0,Region,Northern,12,Labs,2002-03
A (H1),3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
A (H3),3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
A (Unk),3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
B,3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
B/Victoria,3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
B/Yamagata,3/22/2003 12:00:00 AM,0,Region,Northwest,12,Labs,2002-03
A (H1),3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
A (H3),3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
A (Unk),3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
B,3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
B/Victoria,3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
B/Yamagata,3/22/2003 12:00:00 AM,0,Region,Southwest,12,Labs,2002-03
,3/22/2003 12:00:00 AM,0,,,12,Specimens,2002-03
A (H1),3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
A (H3),3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
A (Unk),3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
B,3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
B/Victoria,3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
B/Yamagata,3/29/2003 12:00:00 AM,0,Region,Central,13,Labs,2002-03
A (H1),3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
A (H3),3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
A (Unk),3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
B,3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
B/Victoria,3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
B/Yamagata,3/29/2003 12:00:00 AM,0,Region,Eastern,13,Labs,2002-03
A (H1),3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
A (H3),3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
A (Unk),3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
B,3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
B/Victoria,3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
B/Yamagata,3/29/2003 12:00:00 AM,0,Region,Northern,13,Labs,2002-03
A (H1),3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
A (H3),3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
A (Unk),3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
B,3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
B/Victoria,3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
B/Yamagata,3/29/2003 12:00:00 AM,0,Region,Northwest,13,Labs,2002-03
A (H1),3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
A (H3),3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
A (Unk),3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
B,3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
B/Victoria,3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
B/Yamagata,3/29/2003 12:00:00 AM,0,Region,Southwest,13,Labs,2002-03
,3/29/2003 12:00:00 AM,0,,,13,Specimens,2002-03
A (H1),4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
A (H3),4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
A (Unk),4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
B,4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
B/Victoria,4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
B/Yamagata,4/5/2003 12:00:00 AM,0,Region,Central,14,Labs,2002-03
A (H1),4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
A (H3),4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
A (Unk),4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
B,4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
B/Victoria,4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
B/Yamagata,4/5/2003 12:00:00 AM,0,Region,Eastern,14,Labs,2002-03
A (H1),4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
A (H3),4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
A (Unk),4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
B,4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
B/Victoria,4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
B/Yamagata,4/5/2003 12:00:00 AM,0,Region,Northern,14,Labs,2002-03
A (H1),4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
A (H3),4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
A (Unk),4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
B,4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
B/Victoria,4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
B/Yamagata,4/5/2003 12:00:00 AM,0,Region,Northwest,14,Labs,2002-03
A (H1),4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
A (H3),4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
A (Unk),4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
B,4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
B/Victoria,4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
B/Yamagata,4/5/2003 12:00:00 AM,0,Region,Southwest,14,Labs,2002-03
,4/5/2003 12:00:00 AM,0,,,14,Specimens,2002-03
A (H1),4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
A (H3),4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
A (Unk),4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
B,4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
B/Victoria,4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
B/Yamagata,4/12/2003 12:00:00 AM,0,Region,Central,15,Labs,2002-03
A (H1),4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
A (H3),4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
A (Unk),4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
B,4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
B/Victoria,4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
B/Yamagata,4/12/2003 12:00:00 AM,0,Region,Eastern,15,Labs,2002-03
A (H1),4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
A (H3),4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
A (Unk),4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
B,4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
B/Victoria,4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
B/Yamagata,4/12/2003 12:00:00 AM,0,Region,Northern,15,Labs,2002-03
A (H1),4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
A (H3),4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
A (Unk),4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
B,4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
B/Victoria,4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
B/Yamagata,4/12/2003 12:00:00 AM,0,Region,Northwest,15,Labs,2002-03
A (H1),4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
A (H3),4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
A (Unk),4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
B,4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
B/Victoria,4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
B/Yamagata,4/12/2003 12:00:00 AM,0,Region,Southwest,15,Labs,2002-03
,4/12/2003 12:00:00 AM,0,,,15,Specimens,2002-03
A (H1),4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
A (H3),4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
A (Unk),4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
B,4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
B/Victoria,4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
B/Yamagata,4/19/2003 12:00:00 AM,0,Region,Central,16,Labs,2002-03
A (H1),4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
A (H3),4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
A (Unk),4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
B,4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
B/Victoria,4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
B/Yamagata,4/19/2003 12:00:00 AM,0,Region,Eastern,16,Labs,2002-03
A (H1),4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
A (H3),4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
A (Unk),4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
B,4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
B/Victoria,4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
B/Yamagata,4/19/2003 12:00:00 AM,0,Region,Northern,16,Labs,2002-03
A (H1),4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
A (H3),4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
A (Unk),4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
B,4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
B/Victoria,4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
B/Yamagata,4/19/2003 12:00:00 AM,0,Region,Northwest,16,Labs,2002-03
A (H1),4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
A (H3),4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
A (Unk),4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
B,4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
B/Victoria,4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
B/Yamagata,4/19/2003 12:00:00 AM,0,Region,Southwest,16,Labs,2002-03
,4/19/2003 12:00:00 AM,0,,,16,Specimens,2002-03
A (H1),4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
A (H3),4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
A (Unk),4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
B,4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
B/Victoria,4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
B/Yamagata,4/26/2003 12:00:00 AM,0,Region,Central,17,Labs,2002-03
A (H1),4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
A (H3),4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
A (Unk),4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
B,4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
B/Victoria,4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
B/Yamagata,4/26/2003 12:00:00 AM,0,Region,Eastern,17,Labs,2002-03
A (H1),4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
A (H3),4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
A (Unk),4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
B,4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
B/Victoria,4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
B/Yamagata,4/26/2003 12:00:00 AM,0,Region,Northern,17,Labs,2002-03
A (H1),4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
A (H3),4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
A (Unk),4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
B,4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
B/Victoria,4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
B/Yamagata,4/26/2003 12:00:00 AM,0,Region,Northwest,17,Labs,2002-03
A (H1),4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
A (H3),4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
A (Unk),4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
B,4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
B/Victoria,4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
B/Yamagata,4/26/2003 12:00:00 AM,0,Region,Southwest,17,Labs,2002-03
,4/26/2003 12:00:00 AM,0,,,17,Specimens,2002-03
A (H1),5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
A (H3),5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
A (Unk),5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
B,5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
B/Victoria,5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
B/Yamagata,5/3/2003 12:00:00 AM,0,Region,Central,18,Labs,2002-03
A (H1),5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
A (H3),5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
A (Unk),5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
B,5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
B/Victoria,5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
B/Yamagata,5/3/2003 12:00:00 AM,0,Region,Eastern,18,Labs,2002-03
A (H1),5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
A (H3),5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
A (Unk),5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
B,5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
B/Victoria,5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
B/Yamagata,5/3/2003 12:00:00 AM,0,Region,Northern,18,Labs,2002-03
A (H1),5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
A (H3),5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
A (Unk),5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
B,5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
B/Victoria,5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
B/Yamagata,5/3/2003 12:00:00 AM,0,Region,Northwest,18,Labs,2002-03
A (H1),5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
A (H3),5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
A (Unk),5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
B,5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
B/Victoria,5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
B/Yamagata,5/3/2003 12:00:00 AM,0,Region,Southwest,18,Labs,2002-03
,5/3/2003 12:00:00 AM,0,,,18,Specimens,2002-03
A (H1),5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
A (H3),5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
A (Unk),5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
B,5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
B/Victoria,5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
B/Yamagata,5/10/2003 12:00:00 AM,0,Region,Central,19,Labs,2002-03
A (H1),5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
A (H3),5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
A (Unk),5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
B,5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
B/Victoria,5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
B/Yamagata,5/10/2003 12:00:00 AM,0,Region,Eastern,19,Labs,2002-03
A (H1),5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
A (H3),5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
A (Unk),5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
B,5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
B/Victoria,5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
B/Yamagata,5/10/2003 12:00:00 AM,0,Region,Northern,19,Labs,2002-03
A (H1),5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
A (H3),5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
A (Unk),5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
B,5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
B/Victoria,5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
B/Yamagata,5/10/2003 12:00:00 AM,0,Region,Northwest,19,Labs,2002-03
A (H1),5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
A (H3),5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
A (Unk),5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
B,5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
B/Victoria,5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
B/Yamagata,5/10/2003 12:00:00 AM,0,Region,Southwest,19,Labs,2002-03
,5/10/2003 12:00:00 AM,0,,,19,Specimens,2002-03
A (H1),5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
A (H3),5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
A (Unk),5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
B,5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
B/Victoria,5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
B/Yamagata,5/17/2003 12:00:00 AM,0,Region,Central,20,Labs,2002-03
A (H1),5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
A (H3),5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
A (Unk),5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
B,5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
B/Victoria,5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
B/Yamagata,5/17/2003 12:00:00 AM,0,Region,Eastern,20,Labs,2002-03
A (H1),5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
A (H3),5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
A (Unk),5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
B,5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
B/Victoria,5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
B/Yamagata,5/17/2003 12:00:00 AM,0,Region,Northern,20,Labs,2002-03
A (H1),5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
A (H3),5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
A (Unk),5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
B,5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
B/Victoria,5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
B/Yamagata,5/17/2003 12:00:00 AM,0,Region,Northwest,20,Labs,2002-03
A (H1),5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
A (H3),5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
A (Unk),5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
B,5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
B/Victoria,5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
B/Yamagata,5/17/2003 12:00:00 AM,0,Region,Southwest,20,Labs,2002-03
,5/17/2003 12:00:00 AM,0,,,20,Specimens,2002-03
A (H1),5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
A (H3),5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
A (Unk),5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
B,5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
B/Victoria,5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
B/Yamagata,5/24/2003 12:00:00 AM,0,Region,Central,21,Labs,2002-03
A (H1),5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
A (H3),5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
A (Unk),5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
B,5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
B/Victoria,5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
B/Yamagata,5/24/2003 12:00:00 AM,0,Region,Eastern,21,Labs,2002-03
A (H1),5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
A (H3),5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
A (Unk),5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
B,5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
B/Victoria,5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
B/Yamagata,5/24/2003 12:00:00 AM,0,Region,Northern,21,Labs,2002-03
A (H1),5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
A (H3),5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
A (Unk),5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
B,5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
B/Victoria,5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
B/Yamagata,5/24/2003 12:00:00 AM,0,Region,Northwest,21,Labs,2002-03
A (H1),5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
A (H3),5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
A (Unk),5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
B,5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
B/Victoria,5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
B/Yamagata,5/24/2003 12:00:00 AM,0,Region,Southwest,21,Labs,2002-03
,5/24/2003 12:00:00 AM,0,,,21,Specimens,2002-03
A (H1),5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
A (H3),5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
A (Unk),5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
B,5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
B/Victoria,5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
B/Yamagata,5/31/2003 12:00:00 AM,0,Region,Central,22,Labs,2002-03
A (H1),5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
A (H3),5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
A (Unk),5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
B,5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
B/Victoria,5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
B/Yamagata,5/31/2003 12:00:00 AM,0,Region,Eastern,22,Labs,2002-03
A (H1),5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
A (H3),5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
A (Unk),5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
B,5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
B/Victoria,5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
B/Yamagata,5/31/2003 12:00:00 AM,0,Region,Northern,22,Labs,2002-03
